"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.895094621E1,1.027627563E1,-1.775623918E0,-1.387986660E0
7.897594621E1,1.172707462E1,-3.276671410E0,-1.396361589E0
7.900094621E1,1.133569813E1,-1.582852125E0,-1.018146038E0
7.902594621E1,9.143872261E0,1.540230036E0,-1.210917830E0
7.905094621E1,8.780014038E0,2.120788574E0,-1.579562068E0
7.907594621E1,1.020568752E1,2.294118702E-1,-1.350897908E0
7.910094621E1,1.064865875E1,3.815056682E-1,-1.213310599E0
7.912594621E1,9.856185913E0,8.460123539E-1,-1.823779464E0
7.915094621E1,9.546165466E0,8.436195254E-1,-2.048854351E0
7.917594621E1,9.681360245E0,1.347458243E0,-2.904737234E0
7.920094621E1,9.567701340E0,1.612164229E-1,-1.955384731E0
7.922594621E1,9.408429146E0,-1.156780243E0,-1.554437399E0
7.925094621E1,9.622735977E0,-2.253739834E-1,-1.537687659E0
7.927594621E1,9.576076508E0,5.131108761E-1,-2.205584288E0
7.930094621E1,9.750752449E0,3.838984966E-1,-2.255833626E0
7.932594621E1,9.793972969E0,5.298606753E-1,-2.343321085E0
7.935094621E1,9.847810745E0,3.539882004E-1,-2.441426754E0
7.937594621E1,9.409625053E0,1.279262781E0,-2.537139654E0
7.940094621E1,9.896863937E0,1.731805444E0,-2.698804855E0
7.942594621E1,9.396465302E0,1.962862372E0,-2.145763636E0
7.945094621E1,9.134301186E0,1.660020709E0,-2.423480749E0
7.947594621E1,9.304341316E0,9.560822248E-1,-2.164906263E0
7.950094621E1,8.927172661E0,1.368993640E0,-2.330160618E0
7.952594621E1,9.866953850E0,1.278066397E0,-2.243869543E0
7.955094621E1,9.158229828E0,1.898106575E0,-2.118246317E0
7.957594621E1,8.545368195E0,2.569741964E0,-2.623430967E0
7.960094621E1,9.335448265E0,2.441576481E0,-2.508425951E0
7.962594621E1,9.639486313E0,1.999951124E0,-2.386391878E0
7.965094621E1,9.204889297E0,1.985594153E0,-2.150549412E0
7.967594621E1,8.596813202E0,2.408077002E0,-2.412713051E0
7.970094621E1,9.329465866E0,2.294417858E0,-2.164906263E0
7.972594621E1,9.203693390E0,2.481057882E0,-2.228316069E0
7.975094621E1,8.705836296E0,2.326720953E0,-2.504836559E0
7.977594621E1,9.191729546E0,2.086092710E0,-2.428266287E0
7.980094621E1,9.518648148E0,2.547010183E0,-1.948206306E0
7.982594621E1,9.197710991E0,2.393719912E0,-1.929063678E0
7.985094621E1,9.705288887E0,1.632353663E0,-1.973330975E0
7.987594621E1,1.021166992E1,2.179412842E0,-1.974527359E0
7.990094621E1,1.007886791E1,3.139532804E0,-2.383999109E0
7.992594621E1,9.979416847E0,2.131556273E0,-2.127817631E0
7.995094621E1,1.028824043E1,1.291226864E0,-2.311017990E0
7.997594621E1,9.972237587E0,5.814558864E-1,-1.790279984E0
8.000094621E1,9.351001740E0,-4.348955154E-1,-1.434646726E0
8.002594621E1,8.882905006E0,-1.117149115E0,-8.217850327E-1
8.005094621E1,8.703443527E0,-8.850452900E-1,2.340479642E-1
8.007594621E1,9.128319740E0,3.288635612E-1,9.761220813E-1
8.010094621E1,9.646664619E0,1.249352574E0,-6.160022616E-1
8.012594621E1,1.069531918E1,4.605884552E0,-3.502494097E-1
8.015094621E1,9.656235695E0,7.460821152E0,-1.524527073E0
8.017594621E1,8.613563538E0,7.146015167E0,-4.077818394E0
8.020094621E1,1.014586735E1,8.866903186E-1,-2.723929405E0
8.022594621E1,1.057672501E1,-2.748754978E0,-6.949654222E-1
8.025094621E1,1.314317703E1,-2.545215607E0,5.249254704E-1
8.027594621E1,9.827471733E0,5.694020748E0,2.123630047E-1
8.030094621E1,7.360322475E0,4.006183147E0,-2.030908108E0
8.032594621E1,1.108310604E1,-9.329017401E-1,-1.264756322E0
8.035094621E1,1.014108181E1,5.982056856E-1,-2.878864706E-1
8.037594621E1,9.058927536E0,6.556333899E-1,-6.806085110E-1
8.040094621E1,1.081017494E1,-3.248256743E-1,-7.547860146E-1
8.042594621E1,1.003325462E1,-7.477570791E-3,-2.795116007E-1
8.045094621E1,1.122802162E1,-2.862563610E0,1.190429255E-1
8.047594621E1,9.159425735E0,2.545813799E0,-2.555833757E-1
8.050094621E1,9.143872261E0,1.038634539E0,-4.567300081E-1
8.052594621E1,9.586843491E0,2.156681061E0,-1.364058495E0
8.055094621E1,9.811919212E0,1.262513041E0,-1.037288666E0
8.057594621E1,8.847013474E0,1.405035496E0,-9.391828775E-1
8.060094621E1,7.884649754E0,2.150549293E-1,-1.125823021E0
8.062594621E1,8.112117767E0,1.225424290E0,-5.392823815E-1
8.065094621E1,7.172336102E0,2.837887764E0,-9.044869542E-1
8.067594621E1,7.890631676E0,2.482254505E0,-2.442623377E0
8.070094621E1,1.046665478E1,-9.987043738E-1,-1.340130210E0
8.072594621E1,1.256142139E1,-4.799404144E0,-1.238435268E0
8.075094621E1,1.211381435E1,-4.783700943E0,-3.273680508E-1
8.077594621E1,8.645866394E0,1.266102314E0,-1.068395257E0
8.080094621E1,8.338238716E0,2.481057882E0,-2.845963478E0
8.082594621E1,9.273234367E0,1.156032443E0,-2.623430967E0
8.085094621E1,1.093475056E1,-2.732304335E-1,-1.966152430E0
8.087594621E1,1.123639584E1,-2.947658300E-1,-1.147358418E0
8.090094621E1,9.415607452E0,1.485195160E0,-1.498206019E0
8.092594621E1,8.766853333E0,1.560569048E0,-2.683251381E0
8.095094621E1,9.828668594E0,9.297611713E-1,-2.057229280E0
8.097594621E1,9.591629982E0,8.943174779E-2,-1.773530245E0
8.100094621E1,9.488588333E0,-5.198407173E-1,-2.225923300E0
8.102594621E1,9.312716484E0,1.648056656E-1,-2.076371908E0
8.105094621E1,9.087641716E0,-8.300103247E-2,-2.144567251E0
8.107594621E1,9.767501831E0,-2.023430586E0,-1.761566162E0
8.110094621E1,9.786644936E0,-5.808576941E-1,-2.405534506E0
8.112594621E1,9.732806206E0,-6.505486369E-2,-2.612663269E0
8.115094621E1,9.635896683E0,-7.162017226E-1,-2.464158773E0
8.117594621E1,9.119944572E0,1.151246786E0,-2.737090111E0
8.120094621E1,1.032413197E1,1.717448473E0,-2.374427795E0
8.122594621E1,9.127122879E0,3.100051403E0,-1.967348814E0
8.125094621E1,9.414411545E0,3.818197250E0,-1.754387617E0
8.127594621E1,8.966803551E0,3.298655510E0,-1.830958009E0
8.130094621E1,8.795567513E0,3.927220106E0,-2.053640127E0
8.132594621E1,9.349804878E0,3.498605728E0,-2.418694973E0
8.135094621E1,9.186943054E0,1.604836226E0,-1.878814459E0
8.137594621E1,8.806335449E0,5.335994363E-1,-2.057229280E0
8.140094621E1,9.476624489E0,-3.355933726E-1,-2.102692842E0
8.142594621E1,9.200103760E0,-2.971586585E-1,-2.434248447E0
8.145094621E1,1.034925747E1,-6.372385621E-1,-2.206780672E0
8.147594621E1,9.929166794E0,1.020688415E0,-2.038086653E0
8.150094621E1,9.188139915E0,3.540480137E0,-1.993669868E0
8.152594621E1,9.443124771E0,3.546462297E0,-1.686042666E0
8.155094621E1,9.378519058E0,3.224478006E0,-1.049252748E0
8.157594621E1,9.128319740E0,2.627169609E0,-2.289333105E0
8.160094621E1,9.633503914E0,7.992027402E-1,-2.510818720E0
8.162594621E1,9.549755096E0,3.958626091E-1,-2.349303246E0
8.165094621E1,9.559326172E0,4.157529399E-2,-2.213959217E0
8.167594621E1,1.024995518E1,-1.236790195E-1,-1.547258973E0
8.170094621E1,1.018415260E1,-5.688936114E-1,-1.024427190E-1
8.172594621E1,1.024038315E1,-9.077770710E-1,4.829015136E-1
8.175094621E1,1.076471043E1,-5.246263742E-1,-1.275673509E-1
8.177594621E1,1.135842991E1,-1.156780243E0,-7.971090078E-2
8.180094621E1,1.134766197E1,-1.989781618E0,-2.089233249E-1
8.182594621E1,1.068335533E1,-1.076471090E0,-2.304587364E-1
8.185094621E1,9.984202385E0,1.067348480E0,-4.196412563E-1
8.187594621E1,9.978219986E0,2.641526699E0,-8.923733234E-1
8.190094621E1,1.034088230E1,3.067748070E0,-1.294666648E0
8.192594621E1,1.055638599E1,4.165306091E0,-2.126621008E0
8.195094621E1,9.330662727E0,4.195365906E0,-1.853689790E0
8.197594621E1,9.546165466E0,2.210519552E0,-1.407129288E0
8.200094621E1,1.020090199E1,9.632606506E-1,-1.497009635E0
8.202594621E1,1.034088230E1,-4.504488707E-1,-1.170090318E0
8.205094621E1,1.052886868E1,-6.204888225E-1,-8.672486544E-1
8.207594621E1,1.025354385E1,-1.046560764E0,-8.516952991E-1
8.210094621E1,1.033609676E1,-9.711868763E-1,-8.863912225E-1
8.212594621E1,9.912417412E0,-7.927720547E-1,-1.505384564E0
8.215094621E1,9.507731438E0,-1.066899776E0,-1.571187139E0
8.217594621E1,9.086444855E0,-1.071685433E0,-1.063609719E0
8.220094621E1,8.709425926E0,-1.042971611E0,-7.117151618E-1
8.222594621E1,8.625527382E0,-1.077667475E0,-7.559823990E-1
8.225094621E1,8.114510536E0,-1.156780243E0,-8.038388491E-1
8.227594621E1,7.732555866E0,-1.657029629E0,-1.425075412E0
8.230094621E1,8.044968605E0,-1.770838261E0,-1.050449133E0
8.232594621E1,7.813911915E0,-1.294367552E0,-1.088734269E0
8.235094621E1,7.926524162E0,-1.376919866E0,-1.401147246E0
8.237594621E1,8.223383904E0,-1.649851203E0,-1.547258973E0
8.240094621E1,8.226972580E0,-1.418794274E0,-1.921885252E0
8.242594621E1,8.528617859E0,-2.012662888E0,-2.115853310E0
8.245094621E1,9.452695847E0,-3.799802303E0,-1.931456566E0
8.247594621E1,1.296251869E1,-4.889134884E0,-1.086341500E0
8.250094621E1,1.556725502E1,-3.792623997E0,7.486543655E-1
8.252594621E1,7.567451000E0,1.489980698E0,-2.259422779E0
8.255094621E1,7.213014126E0,5.148158073E0,-2.506033182E0
8.257594621E1,1.018774128E1,3.699752569E0,-4.655984402E0
8.260094621E1,1.171869946E1,1.373779297E0,-2.751446962E0
8.262594621E1,1.026550865E1,-6.228816509E-1,-1.555633783E0
8.265094621E1,9.048159599E0,4.676472843E-1,-1.115055323E0
8.267594621E1,9.730413437E0,1.257727385E0,-1.950599074E0
8.270094621E1,9.742377281E0,1.737787485E0,-2.722733021E0
8.272594621E1,9.665806770E0,1.218245864E0,-1.942224264E0
8.275094621E1,9.847810745E0,8.087740541E-1,-1.914706826E0
8.277594621E1,9.815507889E0,9.213862419E-1,-2.593520641E0
8.280094621E1,9.828668594E0,1.043420196E0,-2.040479422E0
8.282594621E1,9.250502586E0,-3.152543902E-1,-2.648555517E0
8.285094621E1,9.432356834E0,-1.108774185E0,-1.730309844E0
8.287594621E1,9.307930946E0,3.946661949E-1,-2.447408915E0
8.290094621E1,9.896863937E0,7.537391186E-1,-2.601895571E0
8.292594621E1,9.428768158E0,6.699903607E-1,-1.926670909E0
8.295094621E1,9.184550285E0,1.258923769E0,-2.155334949E0
8.297594621E1,9.518648148E0,1.828714728E0,-2.137388945E0
8.300094621E1,9.230013847E0,1.559372663E0,-2.057229280E0
8.302594621E1,9.398858070E0,1.041027427E0,-2.191227436E0
8.305094621E1,9.668199539E0,9.297611713E-1,-1.851297021E0
8.307594621E1,9.431160927E0,1.217049360E0,-1.957777619E0
8.310094621E1,9.757930756E0,-7.477570791E-3,-2.101496458E0
8.312594621E1,9.759127617E0,4.544867575E-1,-2.404338121E0
8.315094621E1,9.335448265E0,1.473230958E0,-2.394766808E0
8.317594621E1,9.321090698E0,1.193121195E0,-2.830410004E0
8.320094621E1,9.972237587E0,1.293619752E0,-2.467747927E0
8.322594621E1,1.092517948E1,3.261566877E0,-1.845314860E0
8.325094621E1,1.000573730E1,3.855285883E0,-2.028515339E0
8.327594621E1,1.131775188E1,1.734198213E0,-1.845314860E0
8.330094621E1,1.135364437E1,1.007527828E0,-1.936242223E0
8.332594621E1,1.104721355E1,-8.525926471E-1,-2.108675003E0
8.335094621E1,1.206715393E1,-1.719392657E0,-1.607079506E0
8.337594621E1,1.200239849E1,-2.541626215E0,-4.758726060E-1
8.340094621E1,1.151889896E1,-2.984597683E0,5.105685592E-1
8.342594621E1,9.306734085E0,-2.418395996E0,6.948158741E-1
8.345094621E1,1.086640549E1,-1.789980888E0,-4.926223755E-1
8.347594621E1,1.396316719E1,2.009522438E0,-4.399802685E-1
8.350094621E1,1.203230858E1,4.013361931E0,-1.085145116E0
8.352594621E1,1.249920845E1,2.871387243E0,-2.688037157E0
8.355094621E1,1.234965706E1,3.811018705E0,-2.351696014E0
8.357594621E1,1.017218781E1,5.720341682E0,-3.226721287E0
8.360094621E1,9.419197083E0,5.319394112E0,-2.867648363E0
8.362594621E1,9.092427254E0,3.898356676E0,-2.427069902E0
8.365094621E1,9.364161491E0,3.416053534E0,-2.461765766E0
8.367594621E1,9.434750557E0,4.130609989E0,-1.923081636E0
8.370094621E1,8.653044701E0,3.790679693E0,-1.591526151E0
8.372594621E1,7.938488007E0,4.097110748E0,-1.508973837E0
8.375094621E1,6.703043938E0,4.323381901E0,-1.355683565E0
8.377594621E1,6.241079807E0,2.432005167E0,-1.001396298E0
8.380094621E1,6.050700665E0,8.866903186E-1,-1.753191233E0
8.382594621E1,6.339185238E0,-1.692921996E0,-2.072782516E0
8.385094621E1,8.043772697E0,-4.018895149E0,-1.988884330E0
8.387594621E1,8.660223007E0,-5.061418056E0,-2.015205383E0
8.390094621E1,8.787192345E0,-5.297260761E0,-1.688435435E0
8.392594621E1,8.424530029E0,-3.760320902E0,-1.100698471E0
8.395094621E1,7.181907654E0,-1.385294795E0,-1.682453454E-1
8.397594621E1,5.813661575E0,1.661217093E0,-3.360719442E0
8.400094621E1,1.597912025E1,-8.097162247E0,3.208625555E0
8.402594621E1,2.711038208E1,-7.840980530E0,-2.784946442E0
8.405094621E1,1.635942936E0,1.036974525E1,1.106680512E0
8.407594621E1,5.199603558E0,1.029063320E1,-6.080461502E0
8.410094621E1,1.220474148E1,1.422981739E0,-2.728715181E0
8.412594621E1,1.396077442E1,-4.775326252E0,9.833005667E-1
8.415094621E1,9.330662727E0,9.900303930E-2,-3.347558975E0
8.417594621E1,8.490332603E0,4.583152771E0,-3.818047523E0
8.420094621E1,1.002607632E1,1.100997567E0,-3.369094372E0
8.422594621E1,9.961470604E0,-8.358428478E-1,-1.941027761E0
8.425094621E1,9.831061363E0,-1.811067611E-1,-1.407129288E0
8.427594621E1,9.637093544E0,-2.301596254E-1,-1.786690712E0
8.430094621E1,9.987791061E0,4.915755093E-1,-2.441426754E0
8.432594621E1,9.937541962E0,2.676222563E0,-2.702394009E0
8.435094621E1,9.791430473E0,2.416451693E0,-1.727917075E0
8.437594621E1,1.025115108E1,-1.691426486E-1,-6.901797652E-1
8.440094621E1,9.329465866E0,-1.260718405E-1,-9.308080077E-1
8.442594621E1,9.239734650E0,-3.236292601E-1,-1.779512286E0
8.445094621E1,9.881310463E0,-1.560120344E0,-2.556282282E0
8.447594621E1,1.025474072E1,-1.291974664E0,-2.722733021E0
8.450094621E1,9.582057953E0,-2.050948143E0,-2.531157732E0
8.452594621E1,1.048101139E1,-1.333849072E0,-1.614257932E0
8.455094621E1,1.123639584E1,9.273683429E-1,-2.668894529E0
8.457594621E1,1.113215828E1,-3.690928817E-1,-2.067996979E0
8.460094621E1,1.118240833E1,-2.138286114E0,-2.317000151E0
8.462594621E1,1.284751320E1,-4.146911144E0,-3.212364435E0
8.465094621E1,1.632622910E1,-8.110322952E0,5.871388316E-1
8.467594621E1,1.366630745E1,-7.730910778E0,2.905783892E0
8.470094621E1,9.834650993E0,-2.027019978E0,1.776969910E0
8.472594621E1,1.194018459E1,4.743621349E0,-1.459920883E0
8.475094621E1,1.610235023E1,8.220991135E0,-1.092323542E0
8.477594621E1,1.537926960E1,5.190032482E0,-8.947660923E-1
8.480094621E1,1.117522907E1,3.964308977E0,-1.660917997E0
8.482594621E1,1.009681416E1,3.174228907E0,-1.589133382E0
8.485094621E1,9.106783867E0,6.248258114E0,-4.147210121E0
8.487594621E1,7.645217896E0,6.146563053E0,-2.966950417E0
8.490094621E1,7.050302505E0,3.728466272E0,-2.174477577E0
8.492594621E1,7.629664421E0,3.942773581E0,-2.090728760E0
8.495094621E1,7.743323803E0,4.784299374E0,-1.725524187E0
8.497594621E1,6.640830517E0,4.585545540E0,-2.570639372E0
8.500094621E1,6.080611229E0,4.440629959E0,-2.039283037E0
8.502594621E1,6.689883232E0,3.280709505E0,-7.763214111E-1
8.505094621E1,6.193223000E0,5.838487148E-1,-1.075573802E0
8.507594621E1,6.936493874E0,-1.866551161E0,-1.160519004E0
8.510094621E1,8.510671616E0,-4.017698765E0,-6.806085110E-1
8.512594621E1,8.905636787E0,-5.396712303E0,-2.296511650E0
8.515094621E1,8.864959717E0,-4.946562767E0,-2.023729801E0
8.517594621E1,7.915756226E0,-3.488585949E0,-7.105187774E-1
8.520094621E1,5.854339600E0,1.827518344E-1,-8.457132578E-1
8.522594621E1,3.259174109E0,1.950898170E0,-6.295965195E0
8.525094621E1,2.563326263E1,-1.532737541E1,-4.466801643E0
8.527594621E1,1.505967808E1,2.845066071E0,1.920688868E0
8.530094621E1,9.644570947E-1,1.532303810E1,-5.165506005E-1
8.532594621E1,9.207282066E0,7.135247707E0,-6.441927433E0
8.535094621E1,1.376336670E1,8.519943953E-1,-1.408325672E0
8.537594621E1,1.116446209E1,-2.696112871E0,-2.205584288E0
8.540094621E1,8.948707581E0,1.048205853E0,-5.086842060E0
8.542594621E1,1.008485031E1,2.354238272E0,-3.594169140E0
8.545094621E1,1.025593662E1,5.479564071E-1,-2.182852507E0
8.547594621E1,1.013150978E1,-4.408775866E-1,-1.737637877E0
8.550094621E1,9.433553696E0,-1.023828983E0,-1.409522057E0
8.552594621E1,9.125926018E0,1.265204996E-1,-2.476122856E0
8.555094621E1,9.289984703E0,1.272084355E0,-3.225524902E0
8.557594621E1,9.536594391E0,5.790630579E-1,-2.873630524E0
8.560094621E1,9.731609344E0,1.525424421E-2,-1.372433305E0
8.562594621E1,9.419197083E0,4.329513609E-1,-1.382004619E0
8.565094621E1,9.274431229E0,1.012313485E0,-1.287488103E0
8.567594621E1,9.609575272E0,1.430160165E0,-1.890778542E0
8.570094621E1,1.030857944E1,1.134497046E0,-2.186441660E0
8.572594621E1,9.745966911E0,-2.935694158E-1,-1.858475447E0
8.575094621E1,9.564111710E0,-1.274028540E0,-1.866850257E0
8.577594621E1,1.047742271E1,5.347958803E-1,-1.982902169E0
8.580094621E1,1.079701424E1,1.007527828E0,-2.774178743E0
8.582594621E1,1.100174999E1,3.815056682E-1,-2.688037157E0
8.585094621E1,1.138714409E1,-5.473581553E-1,-2.872434139E0
8.587594621E1,1.184925747E1,-2.832503796E0,-3.162115097E0
8.590094621E1,1.450304794E1,-6.894170761E0,-9.260223508E-1
8.592594621E1,1.395838165E1,-9.634251595E0,2.491676092E0
8.595094621E1,1.010997486E1,-5.613262653E0,2.692673206E0
8.597594621E1,1.020927715E1,1.610818267E0,5.356931686E-1
8.600094621E1,1.498669720E1,5.580212116E0,-6.195915341E-1
8.602594621E1,1.487782383E1,5.993272781E0,-1.725524187E0
8.605094621E1,1.342089367E1,3.602693558E0,-2.557478666E0
8.607594621E1,1.194257736E1,3.016152859E0,-1.809422612E0
8.610094621E1,1.066421223E1,6.005237103E0,-4.177120686E0
8.612594621E1,9.300751686E0,7.696663380E0,-5.611168861E0
8.615094621E1,8.341828346E0,5.622235775E0,-3.984498262E0
8.617594621E1,8.173134804E0,4.237240314E0,-2.406730890E0
8.620094621E1,9.021839142E0,5.120640278E0,-1.735095501E0
8.622594621E1,7.597361565E0,4.727918625E0,-2.410320044E0
8.625094621E1,6.755835533E0,5.288137913E0,-1.571187139E0
8.627594621E1,6.074628830E0,4.124628067E0,-6.415756047E-2
8.630094621E1,6.061468601E0,1.421785355E0,-1.347458214E-1
8.632594621E1,6.129663944E0,-1.080060363E0,-1.230060339E0
8.635094621E1,7.841578960E0,-4.213910103E0,-2.017598152E0
8.637594621E1,9.325876236E0,-6.159125328E0,-3.561866045E0
8.640094621E1,8.937940598E0,-4.355236530E0,-1.489831209E0
8.642594621E1,7.956434250E0,-3.397658587E0,-1.215853021E-1
8.645094621E1,7.440482140E0,-2.816950560E0,-8.445168138E-1
8.647594621E1,6.275775433E0,-6.611667871E-1,-2.562264442E0
8.650094621E1,5.230710506E0,3.509373426E0,-4.588984966E0
8.652594621E1,7.621289730E0,4.542474747E0,-5.548357368E-1
8.655094621E1,2.235569382E1,-1.993834496E1,3.572484255E0
8.657594621E1,3.110968590E1,-7.675876141E0,-1.218784237E1
8.660094621E1,-7.189833641E0,2.039731789E1,1.389826202E1
8.662594621E1,4.148556232E0,1.258654594E1,-9.407083511E0
8.665094621E1,1.391770363E1,9.249755144E-1,-2.887987375E0
8.667594621E1,1.681705666E1,-4.746612549E0,2.572284266E-2
8.670094621E1,7.918148994E0,-2.696411908E-1,-3.123680353E0
8.672594621E1,8.163562775E0,2.886940479E0,-3.357130051E0
8.675094621E1,9.494570732E0,2.965604663E-1,-3.400201082E0
8.677594621E1,9.801151276E0,-1.025025368E0,-2.148156643E0
8.680094621E1,9.426375389E0,-1.193868995E0,-1.944617033E0
8.682594621E1,9.011071205E0,-4.516452849E-1,-1.089930773E0
8.685094621E1,9.151051521E0,-4.133601189E-1,-1.974527359E0
8.687594621E1,9.887292862E0,1.971087605E-1,-2.575424910E0
8.690094621E1,9.658628464E0,1.229013562E0,-8.169993758E-1
8.692594621E1,9.815507889E0,2.008326054E0,-1.259970665E0
8.695094621E1,9.146265030E0,1.946112514E0,-1.491027594E0
8.697594621E1,9.471838951E0,1.470838189E0,-2.406730890E0
8.700094621E1,9.556933403E0,4.209872484E-1,-2.477319241E0
8.702594621E1,1.001171970E1,-4.169493318E-1,-1.960170388E0
8.705094621E1,1.014945602E1,-5.844469070E-1,-2.367249250E0
8.707594621E1,1.101251793E1,5.575276613E-1,-2.328964233E0
8.710094621E1,1.121246815E1,-9.616155922E-2,-2.907130003E0
8.712594621E1,1.145892811E1,1.683948934E-1,-3.416950703E0
8.715094621E1,1.342567921E1,-4.241278172E-1,-2.615056038E0
8.717594621E1,1.277572918E1,-3.716053486E0,-1.042074203E0
8.720094621E1,1.210783195E1,-5.251797199E0,-1.375873014E-2
8.722594621E1,1.322468185E1,-6.581758022E0,5.165506005E-1
8.725094621E1,1.135603714E1,-5.634798050E0,2.435295343E0
8.727594621E1,1.146251774E1,-9.915258884E-1,8.923733234E-1
8.730094621E1,1.274940777E1,5.203192711E0,4.027419686E-1
8.732594621E1,1.518664742E1,7.143622398E0,-2.630609512E0
8.735094621E1,1.395598888E1,4.574777603E0,-2.474926472E0
8.737594621E1,1.169477081E1,4.372434616E0,-7.679465413E-1
8.740094621E1,1.041999531E1,5.258227825E0,-2.175673962E0
8.742594621E1,9.766305923E0,6.510421753E0,-2.782553673E0
8.745094621E1,8.793174744E0,6.603741646E0,-2.441426754E0
8.747594621E1,7.836793423E0,4.923082829E0,-2.423480749E0
8.750094621E1,7.938488007E0,5.156532764E0,-1.945813417E0
8.752594621E1,7.313662529E0,5.272584915E0,-2.066800594E0
8.755094621E1,6.248258114E0,5.121836662E0,-2.489283323E0
8.757594621E1,5.892774582E0,5.030909538E0,-1.783101559E0
8.760094621E1,5.235496044E0,2.757578611E0,-1.122233868E0
8.762594621E1,5.845964909E0,-4.205385745E-1,1.250249892E-1
8.765094621E1,6.934101105E0,-3.607030630E0,1.044317484E0
8.767594621E1,9.489785194E0,-7.777570724E0,7.357929647E-2
8.770094621E1,1.005239773E1,-7.192226887E0,-2.320589304E0
8.772594621E1,9.602396965E0,-5.591727257E0,-1.087537885E0
8.775094621E1,8.171937943E0,-4.151696682E0,-2.716751099E0
8.777594621E1,5.661717415E0,5.712864175E-2,-3.308077335E0
8.780094621E1,6.788138866E0,7.860721588E0,-4.052693844E0
8.782594621E1,1.277931786E1,-2.225624084E0,7.403094292E0
8.785094621E1,2.516636276E1,-1.847199249E1,-6.693323135E0
8.787594621E1,1.731371689E1,-1.762463450E0,-4.787589550E0
8.790094621E1,-3.471836090E0,1.711750603E1,4.408028126E0
8.792594621E1,7.654788971E0,6.868298531E0,-8.517701149E0
8.795094621E1,1.322827148E1,-2.552842796E-1,-1.593919039E0
8.797594621E1,1.275897884E1,-8.119146228E-1,-2.662912607E0
8.800094621E1,8.617152214E0,1.886142492E0,-2.819642305E0
8.802594621E1,9.756733894E0,1.683948994E0,-1.809422612E0
8.805094621E1,9.938738823E0,1.475623846E0,-1.787887216E0
8.807594621E1,9.523433685E0,6.628118753E-1,-1.751994848E0
8.810094621E1,1.033489990E1,-4.420739710E-1,-1.489831209E0
8.812594621E1,9.402446747E0,-1.445264935E0,-1.506580949E0
8.815094621E1,8.869745255E0,-2.991028305E-4,-1.525723577E0
8.817594621E1,9.753145218E0,1.908874273E0,-2.267797709E0
8.820094621E1,9.701699257E0,1.462463260E0,-1.719542146E0
8.822594621E1,9.443124771E0,1.267298698E0,-1.348505139E0
8.825094621E1,9.435946465E0,8.316554427E-1,-1.937438607E0
8.827594621E1,9.270841599E0,-6.587739587E-1,-1.864457488E0
8.830094621E1,9.605986595E0,-1.327867031E0,-2.212762833E0
8.832594621E1,1.042238808E1,-4.731806815E-1,-3.294916868E0
8.835094621E1,1.060783100E1,-3.499503136E-1,-3.013610601E0
8.837594621E1,1.113814068E1,-8.035397530E-1,-2.944218636E0
8.840094621E1,1.188156128E1,-7.066304088E-1,-3.239881754E0
8.842594621E1,1.428769398E1,-3.346063375E0,-1.239631653E0
8.845094621E1,1.386027527E1,-6.486044884E0,1.495514158E-2
8.847594621E1,1.396197033E1,-7.954789162E0,3.148805141E0
8.850094621E1,1.013031387E1,-5.154887676E0,3.018246651E0
8.852594621E1,1.077188969E1,1.248156071E0,5.922235921E-2
8.855094621E1,1.580788326E1,5.406732082E0,-1.837986857E-1
8.857594621E1,1.546675682E1,5.747859001E0,-1.991277099E0
8.860094621E1,1.239512062E1,4.507778645E0,-2.960968494E0
8.862594621E1,1.121964645E1,4.045664787E0,-2.407927275E0
8.865094621E1,9.850203514E0,5.597111225E0,-4.076622009E0
8.867594621E1,9.200103760E0,6.498457432E0,-4.322035789E0
8.870094621E1,7.915756226E0,5.886792183E0,-2.793321371E0
8.872594621E1,7.040730953E0,4.268346786E0,-1.726720691E0
8.875094621E1,7.983952045E0,4.553242207E0,-2.437837601E0
8.877594621E1,7.447660446E0,4.648955345E0,-2.002044678E0
8.880094621E1,6.695865631E0,5.787340641E0,-2.167299032E0
8.882594621E1,5.485695362E0,5.534748554E0,-1.022931695E0
8.885094621E1,6.754639149E0,3.318994522E0,-1.538884044E0
8.887594621E1,5.878417492E0,-3.634099290E-2,-8.851948380E-1
8.890094621E1,7.418946743E0,-3.171387196E0,-1.225274801E0
8.892594621E1,9.840632439E0,-6.074180126E0,-6.937690377E-1
8.895094621E1,1.041640568E1,-6.939634323E0,-1.423879027E0
8.897594621E1,9.694520950E0,-4.672434807E0,-1.258774281E0
8.900094621E1,7.825876236E0,-3.046810865E0,-2.278565407E0
8.902594621E1,6.528367996E0,-7.772186995E-1,-2.325374842E0
8.905094621E1,4.963760853E0,6.591777802E0,-3.642025709E0
8.907594621E1,1.235803127E1,2.659472704E0,3.203840017E0
8.910094621E1,2.497972298E1,-2.233729935E1,-1.548455358E0
8.912594621E1,1.420020580E1,-2.350200415E0,-6.370142460E0
8.915094621E1,-2.650649309E0,1.836715698E1,2.325225353E0
8.917594621E1,7.282555580E0,9.682557106E0,-8.605038643E0
8.920094621E1,1.301755333E1,-1.482353687E0,-8.090731502E-2
8.922594621E1,1.355145168E1,-2.767897606E0,-1.525723577E0
8.925094621E1,8.157581329E0,2.068146467E0,-2.334946156E0
